Year,LEA,LEA Name,School,School Name,Grade Span,Summary Group Title,Indicator Name,Measure Name,Subject Title,Measure Possible Points,Measure Earned Points,Measure Result,Create Date
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.9505814,2.4,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,0.46875,9.4,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,7.233,54.2,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,10.6025,83.5,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,7.5,65.4,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,4.40489744,6.3,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.7388842,9.1,20230303
2022,1,Allegany,1302,Mt. Savage Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,1.96022727,26.1,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,4.24825175,56.6,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.87019231,2.1,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,5.10052448,2.7,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,9.3081761,93.1,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.68553459,93.7,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,2.5,48,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.53767174,3.6,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.0163244,6.7,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,5.8974359,59,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,2,69.2,20230303
2022,1,Allegany,2404,Mountain Ridge High School,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,4.53431373,90.7,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,2.11640212,42.3,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.91005291,58.2,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.89021164,2.3,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.2473545,2.6,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,1.76470588,35.3,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,11.2695,89.3,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,10.66,84,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,6.5,63.2,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,5.48402498,7.8,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.56221362,8.5,20230303
2022,1,Allegany,2801,Beall Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,2.34375,46.9,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,2.93814433,58.8,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.890625,2.3,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.1056701,2.5,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,2.64705882,52.9,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,12.4655,99.7,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,12.4655,99.7,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,7.5,66.1,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,5.53750692,7.9,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.02432567,6.7,20230303
2022,1,Allegany,2901,Cash Valley Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Achievement,Percent Proficient,Mathematics,5,2.3655914,47.3,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,3.17204301,63.4,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Achievement,Average Performance Level,Mathematics,5,2.91666667,2.3,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,3.27956989,2.6,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Progress,Percent Proficient,Science,5,2.25806452,45.2,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Progress,Student Growth,Mathematics,12.5,9.7975,76.5,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,11.6145,92.3,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,5,5,100,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,11.5,80.8,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,5.84430253,8.3,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,2.53124595,8.4,20230303
2022,1,Allegany,2902,Parkside Elementary,E,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.4248366,8.5,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.91195795,38.2,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.96895425,1.6,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.82194481,2.3,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Progress,Percent Proficient,Science,3.5,1.12162162,32,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,5.8185,41.9,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,6.9225,51.5,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.60526316,86.8,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,0.84745763,8.5,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,8.5,69.5,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.14002584,3.1,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.34195029,4.5,20230303
2022,2,Anne Arundel,1023,Brooklyn Park Middle,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,9.88721805,98.9,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Academic Achievement,Percent Proficient,Mathematics,7.5,1.10887097,14.8,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Academic Achievement,Percent Proficient,English/Language Arts,7.5,3.48920863,46.5,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Academic Achievement,Average Performance Level,Mathematics,7.5,3.19256757,1.7,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Academic Achievement,Average Performance Level,English/Language Arts,7.5,4.74370504,2.5,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Graduation Rate,Four-year Adjusted Cohort Graduation Rate,Not Applicable,10,9.12280702,91.2,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Graduation Rate,Five-year Adjusted Cohort Graduation Rate,Not Applicable,5,4.66861598,93.4,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,2.43421053,24.3,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,5,56.5,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.19890268,3.1,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.35623683,4.5,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,5.58441558,55.8,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Readiness for Post-Secondary Success,Credit for Well Rounded Curriculum,Not Applicable,5,3.5,85.5,20230303
2022,2,Anne Arundel,1033,Glen Burnie High,H,All Students,Readiness for Post-Secondary Success,On Track in Ninth Grade for Graduation,Not Applicable,5,4.35749588,87.1,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Achievement,Percent Proficient,Mathematics,5,0.28716216,5.7,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Achievement,Percent Proficient,English/Language Arts,5,1.23946037,24.8,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Achievement,Average Performance Level,Mathematics,5,1.93201014,1.5,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Achievement,Average Performance Level,English/Language Arts,5,2.5737774,2.1,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Progress,Percent Proficient,Science,3.5,0.80099502,22.9,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Progress,Student Growth,Mathematics,12.5,5.4735,38.9,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Progress,Student Growth,English/Language Arts,12.5,3.7715,24.1,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Academic Progress,Credit for Well Rounded Curriculum,Not Applicable,3,2.8226601,94.1,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,Progress in Achieving English Language Proficiency,English Learners Making Progress Towards Learning English,Not Applicable,10,1.25,12.5,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,School Quality and Student Success,Students not Chronically Absent,Not Applicable,15,10.5,77.7,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,School Quality and Student Success,School Survey - Student,Not Applicable,7,2.57967436,3.7,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,School Quality and Student Success,School Survey - Educator,Not Applicable,3,1.51578133,5.1,20230303
2022,2,Anne Arundel,1043,Corkran Middle School,M,All Students,School Quality and Student Success,Access to Well Rounded Curriculum,Not Applicable,10,10,100,20230303
